evaluations raw_y
1 -2851.0000000000
2 -2001.3309300340
3 -1219.3372213001
4 -1150.0091626937
6 -1132.0271578036
9 -766.0129792440
13 1395.9443161469
16 2080.4992754483
22 2756.4438893954
23 3455.7900198927
28 4235.4434549179
32 5777.0347187724
34 6866.9535128154
43 7360.3714514438
46 8219.9216494341
63 9121.2718595907
69 9699.0327820307
89 9835.3154819962
98 10104.7468654790
101 10201.8983924289
102 11132.3098805490
103 11819.2927603787
111 11962.6751353626
117 12035.3225565119
118 12636.2093480094
123 12813.2620754872
127 13105.5055129019
132 13210.0705447146
133 13834.3931718472
200 15510.5866585854
244 15789.5314693787
255 17051.3357108160
284 17835.9655043320
297 18815.8283783524
302 19104.7059651442
304 19696.7238417072
322 19797.8937446856
353 20083.6031912539
354 20584.1725340572
375 22052.7300548615
381 22689.8977897176
446 23174.2529869743
484 23777.9342438353
515 24449.5889980040
521 24666.1871718168
531 25317.5948817506
594 25448.3152701186
595 25739.1035074733
601 25957.0112673779
604 26304.6160336802
631 28283.0114197957
674 28664.7554429711
685 29908.0140440919
806 30171.7502563998
892 30570.4053605588
893 30795.0319622164
958 31579.9299582934
1061 31740.2143113631
1071 31961.0607801830
1074 32118.8850380700
1094 32562.4257379675
1229 32799.9729850911
1244 32993.8803439061
1276 33405.0250586219
1381 34309.6998546980
1390 35010.4666529280
1415 35614.5668778203
1442 36791.1930881721
1462 37523.9058332997
1493 37733.4368975532
1521 38043.1911150362
1543 38705.1253311341
1566 39144.1455741253
1570 39227.7345495354
1589 40342.2632120571
1628 40636.6060886686
1651 40790.4945682770
1653 41886.4158701586
1712 42504.7530321978
1713 45218.8433392369
1843 45561.4975139000
1888 45735.9531860357
1904 46312.3815136389
1921 46404.6338040783
1944 47039.8700917720
1976 47534.5512478908
1986 48206.1971963195
2008 49155.1819847528
2095 49422.8678118335
2103 49825.5322145114
2152 50680.8980956843
2180 51231.1931575377
2188 51361.6336338695
2207 52520.7618132168
2269 53149.3837501119
2613 53870.8313081945
2630 54097.4109360404
2660 54205.7356184140
2768 54562.1811121503
2846 54684.1679625772
2971 54696.0963415151
2987 55633.8238025770
2990 55878.7781667429
3076 56273.5239207888
3097 56669.7443774689
3132 57646.7391615798
3154 59440.7502792871
3171 59743.5738668544
3198 60250.2728631099
3210 61799.1608250371
3454 61847.7643077077
3468 62002.2487922019
3487 62784.0902568215
3561 64299.4137724949
3624 64389.9715036554
3706 65539.9555841868
3796 65745.8957197943
3874 67677.1142290189
3918 68536.0736483094
4001 69228.6221943674
4161 70157.6337288354
4238 70839.4266642139
4254 71700.9250344645
4399 72233.5818205494
4479 72291.6555542301
4606 73159.6819268235
4659 73409.4018123979
4667 75034.1386711637
4669 75588.1780928902
4710 75792.9283219371
4756 75900.3150800016
4795 76024.8750791435
4815 76490.5964492938
4925 77346.8486066256
4944 79054.4940838565
4948 79292.2231134062
5096 79658.1684320543
5101 79907.9704189757
5135 80643.1838166713
5161 80753.9342245852
5175 82693.6254859364
5229 84071.3804357285
5325 84309.0712102195
5427 85288.0740294015
5611 85753.9979213891
5622 86364.4240667927
5635 86986.8226972878
5670 87716.5276848363
5687 87913.7012809510
5860 87978.6756076492
5875 88915.7573697648
5990 90571.2460841673
6201 90700.6420327667
6221 91486.1741584322
6386 91873.5510796915
6456 92076.5557935328
6464 92436.3498612862
6479 93312.3032916825
6562 93730.9061335217
6603 94265.6546286905
6655 94838.6481927530
6683 95543.6644739881
6724 96536.5575667085
6923 96741.6779670567
7066 97911.5667055832
7094 97979.4195659699
7117 99469.6166850743
7150 99685.6827605514
7179 100816.2129898180
7198 101445.7892206891
7244 101762.1480429124
7298 102915.6935767544
7312 103333.9022152462
7480 103851.5714219670
7492 104071.6666354996
7598 104314.5271347143
7763 104373.4049608616
7782 104582.1790098301
7944 104712.4248797949
8196 106084.9993575058
8236 106368.6316347018
8394 106604.3649522842
8418 106609.2609464429
8513 106988.6442201883
8558 107219.8684485774
8683 107558.4633425361
8797 108012.2665926299
8828 108506.0677746713
8832 108821.2376064524
8847 110229.0577030475
8863 111013.4476137537
9099 111380.1352389511
9275 112294.4756034437
9400 113288.2259755771
9548 113759.0831520090
9592 114445.5907559792
9595 114587.0072814717
9786 114814.7698743096
9787 115911.2130692703
9850 115933.1431143427
9937 116133.9883495608
9938 117041.4943624887
9971 117091.7747786043
9984 117737.3472256553
10000 96009.4906732774
